Article ID,Authors,Year,Month,Title,DOI,Journal,Volume,Issue,Pages,Descriptors,Full author names
9-3-2013 JEPLMC,"JA Kole, AF Healy",2013,Mar,Is retrieval mediated after repeated testing?,10.1037/a0028880,JEPLMC,39,2,462-72,"Decision Making [physiology], Female, Humans, Male, Mental Recall [physiology], Reaction Time [physiology], Semantics, Students, Universities, Verbal Learning, Vocabulary","James A Kole, Alice F Healy"
8-3-2013 JEPLMC,"D Odic, P Pietroski, T Hunter, J Lidz, J Halberda",2013,Mar,"Young children's understanding of ""more"" and discrimination of number and surface area.",10.1037/a0028874,JEPLMC,39,2,451-61,"Child, Preschool, Comprehension [physiology], Concept Formation [physiology], Discrimination (Psychology), Female, Humans, Linear Models, Male, Mathematics, Photic Stimulation, Psychology, Child","Darko Odic, Paul Pietroski, Tim Hunter, Jeffrey Lidz, Justin Halberda"
12-3-2013 JEPLMC,"E Halali, Y Bereby-Meyer, D Leiser",2013,Mar,Pitfall or scaffolding? Starting-point pull in configuration tasks.,10.1037/a0028993,JEPLMC,39,2,502-14,"Curriculum, Decision Making [physiology], Female, Humans, Learning [physiology], Male, Neuropsychological Tests, Problem Solving [physiology], Students, Task Performance and Analysis, Time Factors, Universities","Eliran Halali, Yoella Bereby-Meyer, David Leiser"
13-3-2013 JEPLMC,"M Gillespie, NJ Pearlmutter",2013,Mar,Against structural constraints in subject-verb agreement production.,10.1037/a0029005,JEPLMC,39,2,515-28,"Analysis of Variance, Female, Humans, Language, Linear Models, Male, Mental Recall [physiology], Psycholinguistics [methods], Reference Values, Semantics, Students, Universities, Verbal Behavior","Maureen Gillespie, Neal J Pearlmutter"
9-5-2013 JEPLMC,"JF Miller, EM Lazarus, SM Polyn, MJ Kahana",2013,May,Spatial clustering during memory search.,10.1037/a0029684,JEPLMC,39,3,773-81,"Adolescent, Adult, Attention [physiology], Cluster Analysis, Female, Humans, Male, Mental Recall [physiology], Probability, Recognition (Psychology) [physiology], Space Perception [physiology], Time Factors, Young Adult","Jonathan F Miller, Eben M Lazarus, Sean M Polyn, Michael J Kahana"
19-5-2013 JEPLMC,"ME Masson, R Kliegl",2013,May,Modulation of additive and interactive effects in lexical decision by trial history.,10.1037/a0029180,JEPLMC,39,3,898-914,"Analysis of Variance, Decision Making [physiology], Female, Humans, Linear Models, Male, Reaction Time, Semantics, Students, Universities, Vocabulary","Michael E J Masson, Reinhold Kliegl"
1-5-2013 JEPLMC,"CF Gomes, CJ Brainerd, LM Stein",2013,May,Effects of emotional valence and arousal on recollective and nonrecollective recall.,10.1037/a0028578,JEPLMC,39,3,663-77,"Adolescent, Adult, Analysis of Variance, Arousal [physiology], Association Learning [physiology], Emotions [physiology], Female, Humans, Male, Markov Chains, Mental Recall [physiology], Recognition (Psychology) [physiology], Vocabulary, Young Adult","Carlos F A Gomes, Charles J Brainerd, Lilian M Stein"
14-5-2013 JEPLMC,"KS Gorman, W Gegg-Harrison, CR Marsh, MK Tanenhaus",2013,May,What's learned together stays together: speakers' choice of referring expression reflects shared experience.,10.1037/a0029467,JEPLMC,39,3,843-53,"Choice Behavior [physiology], Communication, Cooperative Behavior, Cues, Humans, Learning [physiology], Regression Analysis, Semantics, Speech [physiology]","Kristen S Gorman, Whitney Gegg-Harrison, Chelsea R Marsh, Michael K Tanenhaus"
22-5-2013 JEPLMC,"KM Arnold, KB McDermott",2013,May,Test-potentiated learning: distinguishing between direct and indirect effects of tests.,10.1037/a0029199,JEPLMC,39,3,940-5,"Analysis of Variance, Cues, Female, Humans, Male, Mental Recall [physiology], Paired-Associate Learning [physiology], Students, Universities, Vocabulary","Kathleen M Arnold, Kathleen B McDermott"
4-5-2013 JEPLMC,"SM Stalinski, EG Schellenberg",2013,May,Listeners remember music they like.,10.1037/a0029671,JEPLMC,39,3,700-16,"Acoustic Stimulation, Analysis of Variance, Association, Auditory Perception [physiology], Female, Humans, Judgment [physiology], Male, Music [psychology], Recognition (Psychology) [physiology], Statistics as Topic, Students, Time Factors, Universities","Stephanie M Stalinski, E Glenn Schellenberg"
16-5-2013 JEPLMC,"E Holsinger, E Kaiser",2013,May,Processing (non)compositional expressions: mistakes and recovery.,10.1037/a0030410,JEPLMC,39,3,866-78,"Adult, Bias (Epidemiology), Comprehension [physiology], Female, Humans, Male, Reaction Time [physiology], Reading, Semantics, Time Factors, Vocabulary","Edward Holsinger, Elsi Kaiser"
28-5-2013 JEPLMC,"H Mitterer, K Russell",2013,May,How phonological reductions sometimes help the listener.,10.1037/a0029196,JEPLMC,39,3,977-84,"Acoustic Stimulation, Eye Movements, Female, Humans, Male, Paired-Associate Learning, Phonetics, Photic Stimulation, Psycholinguistics, Speech, Speech Perception [physiology], Vocabulary","Holger Mitterer, Kevin Russell"
24-5-2013 JEPLMC,"M Hanczakowski, G Mazzoni",2013,May,"Contextual match and cue-independence of retrieval-induced forgetting: Testing the prediction of the model by Norman, Newman, and Detre (2007).",10.1037/a0030531,JEPLMC,39,3,953-8,"Cues, Female, Humans, Inhibition (Psychology), Male, Memory Disorders [physiopathology], Mental Recall [physiology], Predictive Value of Tests, Semantics, Students, Universities, Verbal Learning, Vocabulary","Maciej Hanczakowski, Giuliana Mazzoni"
7-5-2013 JEPLMC,"ME Meier, MJ Kane",2013,May,Working memory capacity and Stroop interference: global versus local indices of executive control.,10.1037/a0029200,JEPLMC,39,3,748-59,"Adolescent, Adult, Attention [physiology], Color Perception [physiology], Executive Function [physiology], Female, Humans, Male, Memory, Short-Term [physiology], Photic Stimulation, Reaction Time, Stroop Test, Vocabulary, Young Adult","Matt E Meier, Michael J Kane"
6-5-2013 JEPLMC,"N Cowan, CL Blume, JS Saults",2013,May,Attention to attributes and objects in working memory.,10.1037/a0029687,JEPLMC,39,3,731-47,"Attention [physiology], Color Perception [physiology], Female, Humans, Male, Memory, Short-Term [physiology], Pattern Recognition, Visual [physiology], Photic Stimulation, Practice (Psychology), Students, Universities","Nelson Cowan, Christopher L Blume, J Scott Saults"
29-5-2013 JEPLMC,"LR Slevc, VS Ferreira",2013,May,To err is human; to structurally prime from errors is also human.,10.1037/a0029525,JEPLMC,39,3,985-92,"Female, Humans, Language, Male, Reaction Time [physiology], Semantics, Students, Universities, Verbal Behavior [physiology]","L Robert Slevc, Victor S Ferreira"
5-5-2013 JEPLMC,"H Otgaar, A Scoboria, T Smeets",2013,May,Experimentally evoking nonbelieved memories for childhood events.,10.1037/a0029668,JEPLMC,39,3,717-30,"Adult, Analysis of Variance, Chi-Square Distribution, Child, Culture, Female, Humans, Judgment [physiology], Male, Mental Recall [physiology], Questionnaires, Repression, Psychology, Young Adult","Henry Otgaar, Alan Scoboria, Tom Smeets"
3-5-2013 JEPLMC,"TD Bancroft, WE Hockley, R Farquhar",2013,May,The longer we have to forget the more we remember: The ironic effect of postcue duration in item-based directed forgetting.,10.1037/a0029523,JEPLMC,39,3,691-9,"Analysis of Variance, Association Learning [physiology], Cues, Female, Humans, Male, Memory, Short-Term [physiology], Mental Recall [physiology], Photic Stimulation, Recognition (Psychology) [physiology], Students, Time Factors, Universities, Vocabulary","Tyler D Bancroft, William E Hockley, Riley Farquhar"
18-5-2013 JEPLMC,"MJ Pickering, JF McLean, HP Branigan",2013,May,Persistent structural priming and frequency effects during comprehension.,10.1037/a0029181,JEPLMC,39,3,890-7,"Association Learning [physiology], Comprehension [physiology], Female, Humans, Male, Psychomotor Performance, Reaction Time [physiology], Reading, Repetition Priming [physiology], Semantics, Students, Universities","Martin J Pickering, Janet F McLean, Holly P Branigan"
1-11-2013 JEPLMC,"B Finn, HL Roediger III",2013,Nov,Interfering Effects of Retrieval in Learning New Information,10.1037/a0032377,JEPLMC,39,6,1665-81,,"Brigid Finn, Henry L Roediger III"
15-5-2013 JEPLMC,"P Kendeou, ER Smith, EJ O'Brien",2013,May,Updating during reading comprehension: why causality matters.,10.1037/a0029468,JEPLMC,39,3,854-65,"Causality, Comprehension [physiology], Female, Humans, Male, Reading, Semantics, Students, Time Factors, Universities, Vocabulary","Panayiota Kendeou, Emily R Smith, Edward J O'Brien"
17-5-2013 JEPLMC,"X Li, J Gu, P Liu, K Rayner",2013,May,The advantage of word-based processing in Chinese reading: evidence from eye movements.,10.1037/a0030337,JEPLMC,39,3,879-89,"Adult, Analysis of Variance, Asian Continental Ancestry Group [psychology], Comprehension [physiology], Eye Movements [physiology], Female, Humans, Male, Reading, Regression Analysis, Semantics, Time Factors, Vocabulary, Young Adult","Xingshan Li, Junjuan Gu, Pingping Liu, Keith Rayner"
25-5-2013 JEPLMC,DP Calvillo,2013,May,Rapid recollection of foresight judgments increases hindsight bias in a memory design.,10.1037/a0028579,JEPLMC,39,3,959-64,"Adolescent, Adult, Analysis of Variance, Bias (Epidemiology), Female, Humans, Judgment [physiology], Male, Mental Recall [physiology], Middle Aged, Models, Psychological, Predictive Value of Tests, Reaction Time [physiology], Young Adult",Dustin P Calvillo
12-5-2013 JEPLMC,"BK Hayes, M Lim",2013,May,"Development, awareness and inductive selectivity.",10.1037/a0029526,JEPLMC,39,3,821-31,"Adult, Age Factors, Analysis of Variance, Awareness [physiology], Child, Child Development [physiology], Child, Preschool, Choice Behavior [physiology], Color Perception [physiology], Female, Humans, Male, Mental Recall [physiology], Pattern Recognition, Visual [physiology], Photic Stimulation, Reaction Time, Young Adult","Brett K Hayes, Melissa Lim"
13-5-2013 JEPLMC,"N Unsworth, BD McMillan",2013,May,"Mind wandering and reading comprehension: examining the roles of working memory capacity, interest, motivation, and topic experience.",10.1037/a0029669,JEPLMC,39,3,832-42,"Adolescent, Adult, Comprehension [physiology], Factor Analysis, Statistical, Female, Humans, Individuality, Male, Memory, Short-Term [physiology], Motivation [physiology], Questionnaires, Reaction Time [physiology], Reading, Reproducibility of Results, Thinking [physiology], Young Adult","Nash Unsworth, Brittany D McMillan"
20-5-2013 JEPLMC,"Y Luo, M Yan, X Zhou",2013,May,Prosodic boundaries delay the processing of upcoming lexical information during silent sentence reading.,10.1037/a0029182,JEPLMC,39,3,915-30,"Acoustic Stimulation, Adolescent, Adult, Comprehension [physiology], Cues, Eye Movements [physiology], Female, Humans, Male, Photic Stimulation, Reading, Semantics, Visual Fields [physiology], Young Adult","Yingyi Luo, Ming Yan, Xiaolin Zhou"
28-11-2013 JEPLMC,"R Allen, F Gabbert",2013,Nov,Exogenous social identity cues differentially affect the dynamic tracking of individual target faces.,10.1037/a0033570,JEPLMC,39,6,1982–1989,"Adolescent, Adult, Attention [physiology], Cues, Face, Female, Humans, Male, Social Identification, Social Perception, Space Perception [physiology], Young Adult","Roy Allen, Fiona Gabbert"
4-11-2013 JEPLMC,"MA Smith, HL Roediger, JD Karpicke",2013,Nov,Covert retrieval practice benefits retention as much as overt retrieval practice.,10.1037/a0033569,JEPLMC,39,6,1712-25,"Adolescent, Adult, Concept Formation [physiology], Female, Humans, Male, Mental Recall [physiology], Practice (Psychology), Retention (Psychology) [physiology], Task Performance and Analysis, Time Factors, Young Adult","Megan A Smith, Henry L Roediger, Jeffrey D Karpicke"
27-11-2013 JEPLMC,LE Thomas,2013,Nov,Spatial working memory is necessary for actions to guide thought.,10.1037/a0033089,JEPLMC,39,6,1974-81,"Adult, Color Perception [physiology], Eye Movement Measurements [instrumentation], Eye Movements [physiology], Humans, Memory, Short-Term [physiology], Movement [physiology], Problem Solving [physiology], Space Perception [physiology], Young Adult",Laura E Thomas
6-11-2013 JEPLMC,"JD Koen, M Aly, WC Wang, AP Yonelinas",2013,Nov,"Examining the causes of memory strength variability: recollection, attention failure, or encoding variability?",10.1037/a0033671,JEPLMC,39,6,1726-41,"Adult, Attention [physiology], Humans, Mental Recall [physiology], Models, Psychological, ROC Curve, Recognition (Psychology) [physiology], Time Factors, Young Adult","Joshua D Koen, Mariam Aly, Wei-Chun Wang, Andrew P Yonelinas"
23-11-2013 JEPLMC,"P Hemmer, AH Criss",2013,Nov,The shape of things to come: evaluating word frequency as a continuous variable in recognition memory.,10.1037/a0033744,JEPLMC,39,6,1947-52,"Adult, Association, Humans, Memory, Episodic, Models, Statistical, Psycholinguistics [instrumentation], Random Allocation, Recognition (Psychology) [physiology], Young Adult","Pernille Hemmer, Amy H Criss"
26-11-2013 JEPLMC,"A Stigliani, Z Li, FH Durgin",2013,Nov,Humans have precise knowledge of familiar geographical slants.,10.1037/a0033865,JEPLMC,39,6,1966-73,"Adult, Female, Geographic Mapping, Humans, Male, Memory [physiology], Space Perception [physiology], Young Adult","Anthony Stigliani, Zhi Li, Frank H Durgin"
10-11-2013 JEPLMC,"E Van Assche, W Duyck, TH Gollan",2013,Nov,Whole-language and item-specific control in bilingual language production.,10.1037/a0032859,JEPLMC,39,6,1781-92,"Adult, Executive Function [physiology], Humans, Inhibition (Psychology), Multilingualism, Psycholinguistics [instrumentation], Young Adult","Eva Van Assche, Wouter Duyck, Tamar H Gollan"
3-11-2013 JEPLMC,R Ariel,2013,Nov,Learning what to learn: the effects of task experience on strategy shifts in the allocation of study time.,10.1037/a0033091,JEPLMC,39,6,1697-711,"Adult, Attention [physiology], Cognition [physiology], Cues, Executive Function [physiology], Humans, Learning [physiology], Memory, Short-Term [physiology], Random Allocation, Task Performance and Analysis, Time Factors, Word Association Tests",Robert Ariel
24-11-2013 JEPLMC,"R Pfister, PA Schroeder, W Kunde",2013,Nov,SNARC struggles: Instant control over spatial-numerical associations.,10.1037/a0032991,JEPLMC,39,6,1953–1958,"Adolescent, Adult, Association, Executive Function [physiology], Female, Humans, Male, Mathematical Concepts, Space Perception [physiology], Young Adult","Roland Pfister, Philipp A Schroeder, Wilfried Kunde"
7-11-2013 JEPLMC,"N Unsworth, GA Brewer, GJ Spillers",2013,Nov,Focusing the search: proactive and retroactive interference and the dynamics of free recall.,10.1037/a0033743,JEPLMC,39,6,1742-56,"Adult, Attention [physiology], Humans, Memory, Long-Term [physiology], Mental Recall [physiology], Random Allocation, Time Factors, Young Adult","Nash Unsworth, Gene A Brewer, Gregory J Spillers"
22-11-2013 JEPLMC,"LJ Lohnas, MJ Kahana",2013,Nov,Parametric effects of word frequency in memory for mixed frequency lists.,10.1037/a0033669,JEPLMC,39,6,1943–1946,"Adolescent, Adult, Humans, Memory, Episodic, Mental Recall [physiology], Psycholinguistics [instrumentation], Recognition (Psychology) [physiology], Young Adult","Lynn J Lohnas, Michael J Kahana"
12-11-2013 JEPLMC,"MW Jones, HP Branigan, MA Parra, RH Logie",2013,Nov,Cross-modal binding in developmental dyslexia.,10.1037/a0033334,JEPLMC,39,6,1807-22,"Adult, Association, Association Learning [physiology], Cues, Dyslexia [physiopathology], Humans, Male, Memory, Short-Term [physiology], Mental Recall [physiology], Pattern Recognition, Visual [physiology], Phonetics, Reading, Recognition (Psychology) [physiology], Space Perception [physiology], Young Adult","Manon W Jones, Holly P Branigan, Mario A Parra, Robert H Logie"
13-11-2013 JEPLMC,"MC Stites, KD Federmeier, EA Stine-Morrow",2013,Nov,Cross-age comparisons reveal multiple strategies for lexical ambiguity resolution during natural reading.,10.1037/a0032860,JEPLMC,39,6,1823-41,"Adolescent, Adult, Age Factors, Aged, Aged, 80 and over, Aging [physiology], Eye Movement Measurements [instrumentation], Eye Movements [physiology], Female, Fixation, Ocular [physiology], Humans, Individuality, Male, Middle Aged, Neuropsychological Tests, Pattern Recognition, Visual [physiology], Psycholinguistics [instrumentation], Random Allocation, Reading, Recognition (Psychology) [physiology], Semantics, Young Adult","Mallory C Stites, Kara D Federmeier, Elizabeth A L Stine-Morrow"
21-11-2013 JEPLMC,"L Zhou, ZJ He, TL Ooi",2013,Nov,The visual system's intrinsic bias and knowledge of size mediate perceived size and location in the dark.,10.1037/a0033088,JEPLMC,39,6,1930-42,"Adult, Distance Perception [physiology], Gestures, Humans, Memory [physiology], Size Perception [physiology], Space Perception [physiology], Visual Perception [physiology], Walking [physiology]","Liu Zhou, Zijiang J He, Teng Leng Ooi"
20-11-2013 JEPLMC,"L Richard, D Waller",2013,Nov,Toward a definition of intrinsic axes: the effect of orthogonality and symmetry on the preferred direction of spatial memory.,10.1037/a0032995,JEPLMC,39,6,1914-29,"Adolescent, Adult, Female, Humans, Male, Memory [physiology], Space Perception [physiology], Young Adult","Laurence Richard, David Waller"
25-11-2013 JEPLMC,"E De Loof, T Verguts, W Fias, F Van Opstal",2013,Nov,Opposite effects of working memory on subjective visibility and priming.,10.1037/a0033093,JEPLMC,39,6,1959-65,"Adult, Consciousness [physiology], Executive Function [physiology], Humans, Memory, Short-Term [physiology], Perceptual Masking [physiology], Repetition Priming [physiology], Young Adult","Esther De Loof, Tom Verguts, Wim Fias, Filip Van Opstal"
2-11-2013 JEPLMC,"MS Cohen, VX Yan, V Halamish, RA Bjork",2013,Nov,Do students think that difficult or valuable materials should be restudied sooner rather than later?,10.1037/a0032425,JEPLMC,39,6,1682-96,"Adult, Association Learning [physiology], Humans, Learning [physiology], Mental Recall [physiology], Students [psychology], Time Factors, Word Association Tests, Young Adult","Michael S Cohen, Veronica X Yan, Vered Halamish, Robert A Bjork"
9-11-2013 JEPLMC,"Y Su, LL Rao, HY Sun, XL Du, X Li, S Li",2013,Nov,Is making a risky choice based on a weighting and adding process? An eye-tracking investigation.,10.1037/a0032861,JEPLMC,39,6,1765-80,"Adult, Choice Behavior [physiology], Eye Movement Measurements [instrumentation], Eye Movements [physiology], Female, Humans, Male, Models, Psychological, Probability, Risk-Taking, Young Adult","Yin Su, Li-Lin Rao, Hong-Yue Sun, Xue-Lei Du, Xingshan Li, Shu Li"
1-9-2013 JEPLMC,"PM Fernbach, CD Erb",2013,Sep,A quantitative causal model theory of conditional reasoning.,10.1037/a0031851,JEPLMC,39,5,1327-43,"Bayes Theorem, Humans, Judgment [physiology], Logic, Models, Psychological, Psychological Theory, Reproducibility of Results","Philip M Fernbach, Christopher D Erb"
6-9-2013 JEPLMC,"NW Mulligan, DJ Peterson",2013,Sep,The negative repetition effect.,10.1037/a0031789,JEPLMC,39,5,1403-16,"Adult, Association Learning [physiology], Humans, Memory, Episodic, Mental Recall [physiology], Random Allocation, Repetition Priming [physiology], Word Association Tests, Young Adult","Neil W Mulligan, Daniel J Peterson"
9-9-2013 JEPLMC,"Z Chen, N Cowan",2013,Sep,Working memory inefficiency: minimal information is utilized in visual recognition tasks.,10.1037/a0031790,JEPLMC,39,5,1449-62,"Adolescent, Adult, Feedback, Psychological [physiology], Female, Humans, Male, Memory, Short-Term [physiology], Models, Psychological, Pattern Recognition, Visual [physiology], Recognition (Psychology) [physiology], Young Adult","Zhijian Chen, Nelson Cowan"
8-9-2013 JEPLMC,MF Verde,2013,Sep,Retrieval-induced forgetting in recall: competitor interference revisited.,10.1037/a0032975,JEPLMC,39,5,1433-48,"Adult, Cues, Humans, Inhibition (Psychology), Mental Recall [physiology], Models, Psychological, Paired-Associate Learning [physiology], Young Adult",Michael F Verde
7-9-2013 JEPLMC,"MA McDaniel, CL Fadler, H Pashler",2013,Sep,Effects of spaced versus massed training in function learning.,10.1037/a0032184,JEPLMC,39,5,1417-32,"Adult, Cues, Humans, Learning [physiology], Task Performance and Analysis, Time Factors, Young Adult","Mark A McDaniel, Cynthia L Fadler, Harold Pashler"
24-9-2013 JEPLMC,"MW Alban, CM Kelley",2013,Sep,Embodiment meets metamemory: weight as a cue for metacognitive judgments.,10.1037/a0032420,JEPLMC,39,5,1628-34,"Adult, Cognition [physiology], Humans, Judgment [physiology], Learning [physiology], Memory [physiology], Mental Recall [physiology], Predictive Value of Tests, Recognition (Psychology) [physiology], Self-Assessment, Young Adult","Michael W Alban, Colleen M Kelley"
20-9-2013 JEPLMC,"AS Benjamin, JG Tullis, JH Lee",2013,Sep,Criterion noise in ratings-based recognition: evidence from the effects of response scale length on recognition accuracy.,10.1037/a0031849,JEPLMC,39,5,1601–1608,"Adult, Decision Making [physiology], Humans, Judgment [physiology], Psychometrics [instrumentation], Recognition (Psychology) [physiology], Young Adult","Aaron S Benjamin, Jonathan G Tullis, Ji Hae Lee"
3-9-2013 JEPLMC,"J Annis, KJ Malmberg, AH Criss, RM Shiffrin",2013,Sep,Sources of interference in recognition testing.,10.1037/a0032188,JEPLMC,39,5,1365-76,"Adult, Humans, Mental Recall [physiology], Recognition (Psychology) [physiology], Task Performance and Analysis, Time Factors, Young Adult","Jeffrey Annis, Kenneth J Malmberg, Amy H Criss, Richard M Shiffrin"
19-9-2013 JEPLMC,"KL Muench, SC Creel",2013,Sep,Gradient phonological inconsistency affects vocabulary learning.,10.1037/a0032862,JEPLMC,39,5,1585-600,"Adolescent, Adult, Humans, Learning [physiology], Multilingualism, Phonetics, Speech Perception [physiology], Vocabulary, Young Adult","Kristin L Muench, Sarah C Creel"
23-9-2013 JEPLMC,"V Halamish, R Nussinson, L Ben-Ari",2013,Sep,"In a year, memory will benefit from learning, tomorrow it won't: distance and construal level effects on the basis of metamemory judgments.",10.1037/a0032381,JEPLMC,39,5,1621–1627,"Adult, Cognition [physiology], Humans, Judgment [physiology], Learning [physiology], Memory [physiology], Time Factors, Young Adult","Vered Halamish, Ravit Nussinson, Liat Ben-Ari"
16-9-2013 JEPLMC,"EL Abrahamse, W Duthoo, W Notebaert, EF Risko",2013,Sep,Attention modulation by proportion congruency: the asymmetrical list shifting effect.,10.1037/a0032426,JEPLMC,39,5,1552-62,"Adult, Attention [physiology], Executive Function [physiology], Humans, Learning [physiology], Stroop Test, Task Performance and Analysis, Young Adult","Elger L Abrahamse, Wout Duthoo, Wim Notebaert, Evan F Risko"
12-9-2013 JEPLMC,"MA Hendricks, CM Conway, RT Kellogg",2013,Sep,Using dual-task methodology to dissociate automatic from nonautomatic processes involved in artificial grammar learning.,10.1037/a0032974,JEPLMC,39,5,1491-500,"Adult, Cues, Female, Humans, Language, Learning [physiology], Male, Memory, Short-Term [physiology], Psycholinguistics [methods], Transfer (Psychology) [physiology], Young Adult","Michelle A Hendricks, Christopher M Conway, Ronald T Kellogg"
21-9-2013 JEPLMC,ME Lloyd,2013,Sep,Reducing the familiarity of conjunction lures with pictures.,10.1037/a0031144,JEPLMC,39,5,1609-14,"Adult, Humans, Recognition (Psychology) [physiology], Task Performance and Analysis, Young Adult",Marianne E Lloyd
14-9-2013 JEPLMC,"ER Chrastil, WH Warren",2013,Sep,Active and passive spatial learning in human navigation: acquisition of survey knowledge.,10.1037/a0032382,JEPLMC,39,5,1520-37,"Adult, Female, Humans, Knowledge, Learning [physiology], Male, Maze Learning [physiology], Random Allocation, Space Perception [physiology], Spatial Behavior [physiology], Task Performance and Analysis, Young Adult","Elizabeth R Chrastil, William H Warren"
17-9-2013 JEPLMC,"DA Balota, AJ Aschenbrenner, MJ Yap",2013,Sep,Additive effects of word frequency and stimulus quality: the influence of trial history and data transformations.,10.1037/a0032186,JEPLMC,39,5,1563-71,"Clinical Trials as Topic [methods], Humans, Reaction Time [physiology], Repetition Priming [physiology], Task Performance and Analysis","David A Balota, Andrew J Aschenbrenner, Melvin J Yap"
26-9-2013 JEPLMC,WJ Matthews,2013,Sep,Relatively random: context effects on perceived randomness and predicted outcomes.,10.1037/a0031081,JEPLMC,39,5,1642–1648,"Adolescent, Adult, Aged, Female, Humans, Judgment [physiology], Male, Middle Aged, Perception [physiology], Probability, Psychophysics [methods], Young Adult",William J Matthews
18-9-2013 JEPLMC,AC Jones,2013,Sep,Why do we misspell the middle of words? Orthographic texture and the serial position effect.,10.1037/a0032189,JEPLMC,39,5,1572-84,"Adult, Humans, Psycholinguistics [methods], Task Performance and Analysis, Writing, Young Adult",Angela C Jones
8-1-2014 JEPLMC,N Kornell,2014,Jan,Attempting to answer a meaningful question enhances subsequent learning even when feedback is delayed.,10.1037/a0033699,JEPLMC,40,1,106-14,"Adolescent, Adult, Aged, Association Learning [physiology], Cues, Feedback, Female, Humans, Intention, Male, Mental Recall [physiology], Middle Aged, Neuropsychological Tests, Semantics, Vocabulary, Young Adult",Nate Kornell
17-1-2014 JEPLMC,"S Forster, N Lavie",2014,Jan,Distracted by your mind? Individual differences in distractibility predict mind wandering.,10.1037/a0034108,JEPLMC,40,1,251-60,"Adolescent, Adult, Attention [physiology], Female, Humans, Individuality, Male, Mental Processes [physiology], Photic Stimulation, Reaction Time [physiology], Young Adult","Sophie Forster, Nilli Lavie"
18-1-2014 JEPLMC,"AL Davis, B Fischhoff",2014,Jan,Communicating uncertain experimental evidence.,10.1037/a0033778,JEPLMC,40,1,261-74,"Adolescent, Adult, Aged, Aged, 80 and over, Communication, Female, Humans, Judgment [physiology], Male, Middle Aged, Probability, Uncertainty, Young Adult","Alexander L Davis, Baruch Fischhoff"
23-1-2014 JEPLMC,"NW Mulligan, DJ Peterson",2014,Jan,The spacing effect and metacognitive control.,10.1037/a0033866,JEPLMC,40,1,306-11,"Analysis of Variance, Association Learning [physiology], Choice Behavior, Cognition [physiology], Cues, Female, Humans, Male, Mental Recall, Photic Stimulation, Retention (Psychology) [physiology], Space Perception [physiology], Students, Universities","Neil W Mulligan, Daniel J Peterson"
9-1-2014 JEPLMC,"BC Storm, MC Friedman, K Murayama, RA Bjork",2014,Jan,On the transfer of prior tests or study events to subsequent study.,10.1037/a0034252,JEPLMC,40,1,115-24,"Association Learning [physiology], Female, Humans, Male, Mental Recall [physiology], Models, Psychological, Retention (Psychology) [physiology], Time Factors, Transfer (Psychology) [physiology], Young Adult","Benjamin C Storm, Michael C Friedman, Kou Murayama, Robert A Bjork"
22-1-2014 JEPLMC,"AC Jones, MA Pyc",2014,Jan,The production effect: costs and benefits in free recall.,10.1037/a0033337,JEPLMC,40,1,300-5,"Feedback, Sensory [physiology], Female, Humans, Loudness Perception, Male, Mental Recall [physiology], Photic Stimulation, Reading, Semantics, Students, Universities","Angela C Jones, Mary A Pyc"
21-1-2014 JEPLMC,"KL Campbell, A Trelle, L Hasher",2014,Jan,Hyper-binding across time: age differences in the effect of temporal proximity on paired-associate learning.,10.1037/a0034109,JEPLMC,40,1,293-9,"Adolescent, Adult, Age Factors, Aged, Aging, Analysis of Variance, Association Learning [physiology], Female, Humans, Male, Memory [physiology], Middle Aged, Time Factors, Young Adult","Karen L Campbell, Alexandra Trelle, Lynn Hasher"
3-1-2014 JEPLMC,"MA Foley, AR Fried, E Cowan, RB Bays",2014,Jan,Collaborative encoding and memory accuracy: examining the effects of interactive components of co-construction processes.,10.1037/a0034303,JEPLMC,40,1,25-40,"Analysis of Variance, Cooperative Behavior, Female, Humans, Interpersonal Relations, Male, Memory [physiology], Neuropsychological Tests, Photic Stimulation, Recognition (Psychology) [physiology], Sense of Coherence, Students, Universities","Mary Ann Foley, Adina Rachel Fried, Emily Cowan, Rebecca Brooke Bays"
7-1-2014 JEPLMC,"CN Wahlheim, GB Maddox, LL Jacoby",2014,Jan,The role of reminding in the effects of spaced repetitions on cued recall: sufficient but not necessary.,10.1037/a0034055,JEPLMC,40,1,94-105,"Association Learning [physiology], Cues, Female, Humans, Judgment, Male, Mental Recall [physiology], Probability, Signal Detection, Psychological, Students, Universities, Vocabulary","Christopher N Wahlheim, Geoffrey B Maddox, Larry L Jacoby"
13-1-2014 JEPLMC,"H Zhang, W Mou, TP McNamara, L Wang",2014,Jan,Connecting spatial memories of two nested spaces.,10.1037/a0033776,JEPLMC,40,1,191-202,"Analysis of Variance, Female, Humans, Imagination, Judgment, Male, Memory [physiology], Reaction Time [physiology], Space Perception [physiology], Spatial Behavior [physiology], Students, Universities","Hui Zhang, Weimin Mou, Timothy P McNamara, Lin Wang"
2-1-2014 JEPLMC,"LJ Lohnas, MJ Kahana",2014,Jan,Compound cuing in free recall.,10.1037/a0033698,JEPLMC,40,1,12 - 24,"Association Learning [physiology], Computer Simulation, Cues, Female, Humans, Male, Memory, Episodic, Mental Recall [physiology], Models, Psychological, Probability, Vocabulary, Young Adult","Lynn J Lohnas, Michael J Kahana"
