article_id_number,no_of_experiments,subfield,type_of_article,type_of_article_other,participants,participants_other,age,brain_beh,topic,topic_other,software,type_of_software,type_of_software_other,did_the_article_receive_a_badge_for_open_data,does_the_article_state_whether_or_not_the_data_are_available,data_statement_indicates_that_data_are,quote_of_statement_if_provided,page_number_of_statement_if_provided,how_are_data_accessible,url_to_dataset,data_url_links_to,if_data_url_links_to_an_independent_archive_repository_which_repository,does_the_data_url_go_to_a_working_page,are_the_data_located_at_the_working_page,can_the_data_be_downloaded,does_the_data_correspond_to_what_is_reported_in_the_article,are_the_data_complete,is_a_codebook_included_with_the_data_or_other_means_of_understanding_the_variables,are_analysis_scripts_included_with_the_data,are_the_data_understandable_and_usable_after_brief_review,is_anything_else_included_with_the_data,did_the_article_receive_a_badge_for_open_materials,does_the_article_state_whether_or_not_any_research_materials_are_available,statement_indicates_that_materials_are,quote_of_statement_if_provided_1,page_number_of_statement_if_provided_1,how_are_materials_accessible_please_only_fill_out_this_question_and_the_questions_below_if_the_articles_statement_indicates_that_the_materials_are_available,url_to_materials,materials_url_links_to,if_materials_url_links_to_an_independent_archive_repository_which_repository,does_the_materials_url_go_to_a_working_page,are_the_materials_located_at_the_working_page,can_the_materials_be_downloaded,do_the_materials_correspond_to_what_is_reported_in_the_article,are_the_materials_complete,are_analysis_scripts_included_with_the_materials,are_the_materials_understandable_and_usable_after_brief_review,is_anything_else_included_with_the_materials,does_the_article_state_whether_there_is_supplemental_information_available,url_to_supplemental_information,open_data_score,open_materials_score
2-5-2014,4,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,Sensation (Eye movements) and thinking (attention),Yes,MATLAB,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,1,0
2-5-2015,1,Cognition,NA,NA,Other (please specify):,Text samples from play scripts,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,0,0
2-6-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,Yes,Unavailable,"Our institutional review board has determined that the study team may upload data only from subjects who have given per- mission to have their data used ___without restriction,__ù which is indicated by initialing this provision on the consent form. In the present case, we did not obtain such permission, so we cannot upload our data to any public repository.",1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Available,materials used have been made publicly available and can be accessed at http://hdl.handle.net/2027.42/106030,1176,Public set of materials generated by the authors,http://hdl.handle.net/2027.42/106030,Independent archive / repository,Deep Blue,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Yes,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,1,14
2-7-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,"Social Behaviour, Hormone levels, decision making",No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",http://pss .sagepub.com/content/by/supplemental-data,0,0
2-8-2014,2,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"for full clips of all eight animations, see Videos S1___S8 in the Supplemental Material available online.for full clips, see Videos S9___S25 in the Supplemental Material","1520, 1521",PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,8
2-9-2014,2,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
20-1-2014,4,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"1. for more details, see Anagram Task in the section for Studies 1, 2a, and 2b in the SupplementalMaterial available online)., p 1802. For more details, see General Knowledge Quiz in the section for Studies 1, 2a, and 2b in theSupplemental Material, p.1833. For more details, see the sectionfor Study 3 in the Supplemental Material, p.183","180, 183",PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/179/suppl/DC1,0,14
20-2-2014,2,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,Yes,Available,"""Results and discussion1Note1. Raw data for Experiments 1 and 2 are available athttp://dx.doi.org/10.6084/m9.figshare.808626.""",487/492,Public dataset generated by the authors,http://dx.doi.org/10.6084/m9.figshare.808626,Independent archive / repository,Figshare,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,No,Yes,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,19,0
20-3-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
20-4-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,Other (please specify):,Mplus,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,1,0
20-4-2015,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
20-7-2014,1,Behavioural Neuroscience,NA,NA,Animals,NA,NA,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
20-9-2014,2,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
21-1-2014,5 or more,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A detailed description of the procedure is provided in the original article.,No,NA,0,0
21-2-2014,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
21-3-2014,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
21-4-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,0,0
21-7-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,SAS,NA,Yes,Yes,Available,"All data and materials have been made publicly available via theInteruniversity Consortium for Political and Social Research andcan be accessed at the following URLs: http://doi.org/10.3886/ICPSR04652.v6 and http://midus.colectica.org/. The completeOpen Practices Disclosure for this article can be found at http://pss.sagepub.com/content/by/supplemental-data.",1486,Public dataset generated by others,http://doi.org/10.3886/ICPSR04652,Independent archive / repository,National Archive of Computerized Data on Aging,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,No,Yes,NA,Yes,Yes,Available,"All data and materials have been made publicly available via theInteruniversity Consortium for Political and Social Research andcan be accessed at the following URLs: http://doi.org/10.3886/ICPSR04652.v6 and http://midus.colectica.org/. The completeOpen Practices Disclosure for this article can be found at http://pss.sagepub.com/content/by/supplemental-data.",1486,Public set of materials generated by others,http://doi.org/10.3886/ICPSR04652,Independent archive / repository,National Archive of Computerized Data on Aging,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Yes,NA,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,20,14
22-1-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,Yes,Available,The data reported in this article are available from S. L. Neuberg.,205,Email authors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,One hundred study sites were selected at the country level (see the Supplemental Material available online for additional information on site and group selection and on recruitment of expert respondents).,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,2,0
22-2-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Both,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
22-3-2014,2,Health Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Fitness, weight, consumption, hormone levels, chemical uptake, sleeping patterns",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
22-4-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
22-7-2014,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
23-1-2014,4,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/suppl/2013/11/01/0956797612475222.DC1/DS_10.1177_0956797612475222.pdf,0,0
23-2-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,Yes,Available,"""The data and code for producing the analysisand plots presented here are available athttps://github.com/tomstafford/axongame.""",513,Public dataset generated by others,https://github.com/tomstafford/axongame,Independent archive / repository,GitHub,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,Yes,Yes,NA,No,Yes,Available,"""Game designer Preloaded produced a game for the Wellcome Trust called Axon, which can be played at http://axon.wellcomeapps.com/.""",512,Public set of materials generated by others,http://axon.wellcomeapps.com/,Third party site,NA,Yes,Yes,No,Yes,"Yes, all of the materials appear to be available",No,Yes,NA,No,NA,24,17
23-3-2014,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Other (please specify):,Norrkross MorphX ?,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"""To construct the morphed faces, we chose three highly distinct male faces as anchors and constructed a linear progression of 49 morphs between each pair of anchor faces using Norrkross MorphX (Norrkross Software, http://www.norrkross.com)""",828,Public set of materials generated by others,http://www.norrkross.com,Third party site,NA,Yes,No,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,1,6
23-4-2014,1,Health Psychology,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,Social Behaviour and hormone levels,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,0,0
23-7-2014,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,Yes,Unavailable,"Provision of data in a form that would enable replication of theanalyses would violate confidentiality because it could enableparticipants to identify their own and their partner___s responses.",1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,1,0
24-1-2014,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,Yes,Available,Data from the cue trials were used to evaluate whether the third saccade was planned ahead (search-trial data are reported in the Supplemental Material).,221,PS Supplemental Materials,http://pss.sagepub.com/content/24/7/1226/suppl/DC1,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/suppl/2013/10/28/0956797613497020.DC1/DS_10.1177_0956797613497020.pdf,8,0
24-2-2014,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"""Materials and procedure.Participants completed individual difference (including personality) questionnaires, cognitive tasks (some not analyzed in this study),and questions about their beliefs about how memory works.(For further information on the individual difference measures, see Supplemental Method for Study 1 and Table S1.1 in the Supplemental Material.) Several of the nine memory-belief questions were developedfor the purposes of this study, and others were drawn from theliterature (see Table S1.2 in the Supplemental Material).""",521,PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,8
24-3-2014,5 or more,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
24-4-2014,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,Social behaviour and intelligence,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,0,0
24-4-2015,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Available,All materials have been made publicly available via the Harvard Dataverse Network and can be accessed at https://thedata.harvard.edu/dvn/dv/mperea.,546,Public set of materials generated by the authors,https://thedata.harvard.edu/dvn/dv/mperea,Independent archive / repository,Dataverse,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Yes,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,14
24-7-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,Yes,Yes,Available,All data have been made publicly available via Open Science Framework and can be accessed at https://osf.io/stv79/.,1505,Public dataset generated by the authors,https://osf.io/stv79/,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,Unclear whether or not all of the data are available,No,No,Unclear,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplementaldata,12,0
25-1-2014,3,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,Yes,SPSS,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"see Fig. S1 in the Supplemental Material available online,p.226see Fig. S2 in the Supplemental Material, p.227","226, 227",PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/224/suppl/DC1,1,8
25-2-2014,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
25-4-2014,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,SPSS,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,1,0
25-4-2015,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
26-1-2014,5 or more,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
26-2-2014,1,Health Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Fitness, weight, consumption, hormone levels, chemical uptake, sleeping patterns",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"""(see Background in the Supplemental Material available online for additional information about the Vitality program and survey questions).""",540,PS Supplemental Materialss,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,6
26-3-2014,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
27-1-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Both,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,Ninety-six pictures of objects (280 ê_ 262 pixels) were selected from an online database (www.clipart.com).,238,Public set of materials generated by others,www.clipart.com,Third party site,NA,Yes,Yes,Yes,Unclear,Unclear whether or not all of the materials are available,No,Unclear,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/236/suppl/DC1,0,10
27-2-2014,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,MATLAB,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,1,0
28-1-2014,3,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"-A set of 168 French words was selected from Lexique (New, Pallier, Brysbaert, & Ferrand, 2004)-for a full list of stimuli and characteristics of the words used, see the Stimuli and Itemsê Characteristics sections of the Supplemental Material)",245,PS Supplemental Materials,http://pss.sagepub.com/content/25/1/243/suppl/DC1,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",No,Yes,Additional Controls and Analyses sections of the Supplemental Material,"Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/243/suppl/DC1,0,13
28-2-2014,4,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,Yes,MATLAB,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"""(see the Supplemental Material for a complete description of the grating-orientation task)""""(see the Supplemental Material for a complete description of the frequency-discrimination task)""",558; 560,PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,1,8
29-1-2014,2,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/250/suppl/DC1,0,0
29-2-2014,3,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
3-1-2014,4,Social Psychology,NA,NA,Humans,NA,All other ages,Both,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
3-1-2015,5 or more,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
3-10-2014,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,Yes,Yes,Available,"All data and materials have been made publicly available via Open Science Framework and can be accessed at https://osf.io/ik356/ and https://osf.io/kj3r7/, respectively",1868,Public dataset generated by the authors,https://osf.io/ik356/,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,No,Yes,NA,Yes,Yes,Available,"All data and materials have been made publicly available via Open Science Framework and can be accessed at https://osf.io/ik356/ and https://osf.io/kj3r7/, respectively",1868,Public set of materials generated by the authors,https://osf.io/kj3r7/,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Yes,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,14,14
